Time, Epoch, DiscriminatorLoss, DiscriminatorAcc, DiscriminatorOpAcc, GeneratorLoss
15259.569, 15970, 0.584689, 35.94, 48.44, 0.945247
15268.986, 15980, 0.258430, 84.38, 53.12, 1.378425
15278.377, 15990, 0.363917, 64.06, 65.62, 1.859279
15287.934, 16000, 0.408366, 57.81, 53.12, 1.133310
15297.961, 16010, 0.300737, 73.44, 50.00, 1.455754
15307.339, 16020, 0.368733, 62.50, 57.81, 1.313563
15316.852, 16030, 0.199064, 85.94, 57.81, 1.536314
15326.282, 16040, 0.364092, 62.50, 51.56, 1.369241
15335.908, 16050, 0.271803, 78.12, 59.38, 1.634346
15345.385, 16060, 0.335554, 76.56, 57.81, 1.092692
15354.763, 16070, 0.225047, 87.50, 53.12, 1.668974
15364.162, 16080, 0.284450, 82.81, 54.69, 1.543278
15373.665, 16090, 0.420077, 60.94, 51.56, 1.390301
15383.013, 16100, 0.495651, 53.12, 51.56, 1.594683
15392.426, 16110, 0.392767, 57.81, 53.12, 1.275089
15401.835, 16120, 0.304845, 76.56, 50.00, 1.363596
15411.324, 16130, 0.295400, 76.56, 53.12, 1.411486
15420.739, 16140, 0.401602, 59.38, 50.00, 1.489010
15430.164, 16150, 0.380046, 64.06, 50.00, 1.390815
15439.657, 16160, 0.342654, 73.44, 48.44, 1.234448
15449.051, 16170, 0.339287, 71.88, 53.12, 1.397607
15458.432, 16180, 0.265923, 78.12, 60.94, 1.805686
15467.898, 16190, 0.398844, 59.38, 50.00, 1.278161
15477.259, 16200, 0.468905, 48.44, 50.00, 1.552032
15487.240, 16210, 0.387196, 62.50, 50.00, 1.466377
15496.753, 16220, 0.332838, 67.19, 50.00, 1.504959
15506.140, 16230, 0.332894, 67.19, 53.12, 1.529303
15515.535, 16240, 0.388276, 56.25, 50.00, 1.425487
15525.056, 16250, 0.331187, 73.44, 50.00, 1.992040
15534.471, 16260, 0.492346, 48.44, 48.44, 1.179439
15543.905, 16270, 0.177360, 92.19, 56.25, 1.611044
15553.372, 16280, 0.328351, 70.31, 54.69, 1.484974
15562.754, 16290, 0.337294, 75.00, 50.00, 1.408087
15572.119, 16300, 0.380104, 59.38, 53.12, 1.111660
15581.557, 16310, 0.299695, 75.00, 53.12, 1.209504
15590.951, 16320, 0.387310, 60.94, 51.56, 1.381972
15600.355, 16330, 0.432817, 54.69, 51.56, 1.497541
15609.765, 16340, 0.360614, 62.50, 53.12, 1.317887
15619.220, 16350, 0.324461, 75.00, 50.00, 1.605825
15628.663, 16360, 0.202228, 85.94, 54.69, 1.784657
15638.149, 16370, 0.359217, 62.50, 50.00, 1.442842
15647.702, 16380, 0.403293, 62.50, 51.56, 1.602225
15657.087, 16390, 0.287289, 75.00, 59.38, 1.985678
15666.484, 16400, 0.275185, 81.25, 53.12, 1.069771
15676.514, 16410, 0.290827, 73.44, 54.69, 1.175373
15685.873, 16420, 0.255327, 78.12, 53.12, 1.564668
15695.331, 16430, 0.415387, 57.81, 51.56, 1.773199
15704.873, 16440, 0.359888, 62.50, 50.00, 1.423736
15714.220, 16450, 0.292115, 78.12, 50.00, 1.259084
15723.710, 16460, 0.285503, 76.56, 54.69, 1.454921
15733.198, 16470, 0.399019, 60.94, 51.56, 1.376048
15742.663, 16480, 0.459799, 54.69, 50.00, 0.792700
15752.056, 16490, 0.348026, 73.44, 54.69, 1.364239
15761.450, 16500, 0.363595, 65.62, 50.00, 1.334538
15770.966, 16510, 0.283152, 78.12, 51.56, 1.742940
15780.378, 16520, 0.406292, 57.81, 50.00, 1.353390
15789.751, 16530, 0.291260, 75.00, 53.12, 1.283251
15799.206, 16540, 0.204986, 89.06, 51.56, 1.514824
15808.581, 16550, 0.259397, 82.81, 56.25, 1.186548
15817.941, 16560, 0.372941, 67.19, 54.69, 1.470340
15827.456, 16570, 0.287294, 78.12, 50.00, 1.269975
15836.840, 16580, 0.373857, 56.25, 54.69, 1.171088
15846.234, 16590, 0.304810, 70.31, 53.12, 1.695131
15855.771, 16600, 0.356561, 67.19, 53.12, 1.360956
15865.802, 16610, 0.301400, 73.44, 51.56, 1.248317
15875.196, 16620, 0.315680, 71.88, 50.00, 1.127287
15884.684, 16630, 0.310033, 78.12, 54.69, 1.399876
15894.090, 16640, 0.334303, 73.44, 54.69, 1.578839
15903.478, 16650, 0.321637, 70.31, 51.56, 1.599383
15912.913, 16660, 0.351626, 75.00, 53.12, 1.703741
15922.342, 16670, 0.377799, 60.94, 59.38, 1.603685
15931.715, 16680, 0.312553, 70.31, 54.69, 1.362382
15941.127, 16690, 0.350209, 64.06, 54.69, 1.033641
15950.646, 16700, 0.467877, 45.31, 51.56, 1.353223
15960.046, 16710, 0.357083, 64.06, 51.56, 1.843830
15969.417, 16720, 0.339707, 70.31, 54.69, 1.483868
15978.870, 16730, 0.407226, 60.94, 53.12, 2.061960
15988.272, 16740, 0.343261, 78.12, 50.00, 1.590803
15997.689, 16750, 0.293696, 76.56, 56.25, 1.608327
16007.183, 16760, 0.363184, 64.06, 54.69, 1.466478
16016.592, 16770, 0.419020, 67.19, 48.44, 1.729468
16026.005, 16780, 0.344286, 67.19, 54.69, 1.383435
16035.499, 16790, 0.266710, 79.69, 59.38, 1.356015
16044.901, 16800, 0.332936, 67.19, 50.00, 1.244990
16054.833, 16810, 0.311216, 68.75, 50.00, 1.359278
16064.338, 16820, 0.324079, 71.88, 50.00, 1.235385
16073.768, 16830, 0.395776, 64.06, 53.12, 1.137527
16083.145, 16840, 0.341117, 68.75, 50.00, 1.628912
16092.555, 16850, 0.254011, 78.12, 65.62, 1.701699
16102.027, 16860, 0.292562, 76.56, 53.12, 1.355655
16111.387, 16870, 0.404013, 65.62, 50.00, 1.414847
16120.789, 16880, 0.309887, 71.88, 51.56, 1.107531
16130.246, 16890, 0.513981, 40.62, 50.00, 1.343082
16139.629, 16900, 0.263478, 81.25, 54.69, 1.597311
16149.039, 16910, 0.336886, 73.44, 53.12, 1.428195
16158.521, 16920, 0.439943, 54.69, 51.56, 1.557024
16167.899, 16930, 0.371740, 64.06, 50.00, 1.345889
16177.312, 16940, 0.322276, 68.75, 54.69, 1.816018
16186.877, 16950, 0.398329, 62.50, 53.12, 1.441237
16196.221, 16960, 0.324753, 78.12, 51.56, 1.417883
16205.604, 16970, 0.433575, 56.25, 50.00, 1.568527
16215.161, 16980, 0.455475, 53.12, 51.56, 1.348108
16224.544, 16990, 0.277508, 75.00, 59.38, 1.408606
16233.891, 17000, 0.190705, 93.75, 56.25, 1.516324
16244.158, 17010, 0.303086, 79.69, 59.38, 1.093374
16253.549, 17020, 0.340384, 70.31, 53.12, 1.543697
16262.974, 17030, 0.229010, 76.56, 53.12, 1.496012
16272.336, 17040, 0.318455, 67.19, 53.12, 1.955879
16281.832, 17050, 0.387935, 62.50, 51.56, 1.319633
16291.269, 17060, 0.420501, 65.62, 51.56, 1.659537
16300.699, 17070, 0.307161, 73.44, 56.25, 2.025839
16310.198, 17080, 0.251412, 82.81, 57.81, 2.009240
16319.617, 17090, 0.357946, 71.88, 50.00, 1.465742
16329.002, 17100, 0.352283, 64.06, 56.25, 1.451345
16338.535, 17110, 0.346044, 65.62, 50.00, 1.039660
16347.921, 17120, 0.304954, 73.44, 51.56, 1.720382
16357.315, 17130, 0.382606, 64.06, 50.00, 1.766042
16366.865, 17140, 0.262959, 81.25, 53.12, 1.382766
16376.274, 17150, 0.303004, 82.81, 50.00, 1.249402
16385.657, 17160, 0.300205, 82.81, 51.56, 1.395786
16395.212, 17170, 0.292726, 73.44, 54.69, 1.713935
16404.635, 17180, 0.353896, 68.75, 54.69, 1.751272
16414.058, 17190, 0.376322, 64.06, 51.56, 2.008110
16423.590, 17200, 0.371387, 68.75, 51.56, 1.260689
16433.592, 17210, 0.314378, 71.88, 54.69, 1.386454
16442.972, 17220, 0.507192, 40.62, 50.00, 1.328079
16452.415, 17230, 0.241518, 89.06, 56.25, 2.002694
16461.844, 17240, 0.382256, 60.94, 50.00, 1.232420
16471.224, 17250, 0.343605, 67.19, 59.38, 1.288555
16480.623, 17260, 0.270990, 81.25, 51.56, 2.003391
16490.072, 17270, 0.286733, 71.88, 50.00, 1.409931
16499.467, 17280, 0.401928, 56.25, 56.25, 1.151557
16508.843, 17290, 0.481713, 46.88, 51.56, 0.959449
16518.348, 17300, 0.312694, 65.62, 54.69, 1.424886
16527.765, 17310, 0.247302, 82.81, 54.69, 1.427528
16537.146, 17320, 0.250153, 82.81, 50.00, 1.500838
16546.672, 17330, 0.439548, 62.50, 50.00, 1.378643
16556.033, 17340, 0.313662, 76.56, 51.56, 1.290812
16565.402, 17350, 0.459793, 53.12, 53.12, 1.595300
16574.875, 17360, 0.473941, 50.00, 50.00, 1.327473
16584.223, 17370, 0.337024, 67.19, 53.12, 1.201175
16593.604, 17380, 0.362242, 64.06, 50.00, 1.922386
16603.065, 17390, 0.297502, 75.00, 51.56, 1.575087
16612.530, 17400, 0.318418, 75.00, 54.69, 1.238107
16622.445, 17410, 0.427330, 57.81, 48.44, 1.550183
16631.855, 17420, 0.390497, 53.12, 54.69, 1.341565
16641.297, 17430, 0.422192, 62.50, 51.56, 1.275769
16650.711, 17440, 0.409286, 56.25, 53.12, 1.724934
16660.185, 17450, 0.302484, 71.88, 53.12, 1.753528
16669.678, 17460, 0.388472, 62.50, 56.25, 1.484754
16679.051, 17470, 0.379730, 56.25, 57.81, 1.390153
16688.494, 17480, 0.223875, 82.81, 54.69, 1.400100
16697.985, 17490, 0.376899, 62.50, 53.12, 1.635308
16707.399, 17500, 0.257022, 82.81, 59.38, 1.621621
16716.812, 17510, 0.514862, 53.12, 50.00, 1.628495
16726.269, 17520, 0.289914, 78.12, 51.56, 1.321742
16735.606, 17530, 0.324502, 68.75, 54.69, 1.552497
16744.985, 17540, 0.525578, 51.56, 50.00, 1.650170
16754.459, 17550, 0.280638, 75.00, 62.50, 1.867884
16763.846, 17560, 0.374845, 68.75, 54.69, 1.480652
16773.214, 17570, 0.388092, 65.62, 50.00, 1.601370
16782.643, 17580, 0.229892, 89.06, 56.25, 1.431708
16792.082, 17590, 0.325687, 73.44, 51.56, 1.996301
16801.514, 17600, 0.430861, 56.25, 53.12, 1.221992
16811.462, 17610, 0.378120, 65.62, 48.44, 1.459315
16820.919, 17620, 0.289041, 73.44, 56.25, 1.227970
16830.259, 17630, 0.398796, 64.06, 53.12, 0.989796
16839.614, 17640, 0.329201, 73.44, 56.25, 1.883250
16849.086, 17650, 0.373330, 64.06, 51.56, 1.432715
16858.494, 17660, 0.464078, 56.25, 50.00, 1.040866
16867.888, 17670, 0.266088, 82.81, 53.12, 0.999370
16877.392, 17680, 0.537491, 46.88, 46.88, 1.105724
16886.801, 17690, 0.279161, 76.56, 54.69, 1.849006
16896.204, 17700, 0.186225, 90.62, 56.25, 1.970662
16905.788, 17710, 0.255161, 81.25, 57.81, 1.782155
16915.146, 17720, 0.375359, 65.62, 53.12, 1.023468
16924.547, 17730, 0.350629, 71.88, 53.12, 1.595451
16934.026, 17740, 0.345463, 67.19, 56.25, 1.405641
16943.408, 17750, 0.422182, 59.38, 53.12, 1.612820
16952.798, 17760, 0.296589, 79.69, 54.69, 1.104159
16962.154, 17770, 0.340940, 70.31, 56.25, 1.350290
16971.685, 17780, 0.292858, 73.44, 54.69, 1.547613
16981.105, 17790, 0.308606, 73.44, 54.69, 1.158563
16990.528, 17800, 0.503104, 39.06, 51.56, 1.283474
17000.650, 17810, 0.290002, 73.44, 54.69, 1.603479
17009.982, 17820, 0.288309, 76.56, 54.69, 1.577670
17019.407, 17830, 0.385019, 64.06, 53.12, 1.567986
17028.896, 17840, 0.241615, 85.94, 59.38, 2.169898
17038.284, 17850, 0.502815, 42.19, 53.12, 1.402951
17047.680, 17860, 0.369887, 57.81, 50.00, 1.837719
17057.170, 17870, 0.437799, 56.25, 50.00, 1.446263
17066.790, 17880, 0.279203, 71.88, 54.69, 1.578656
17076.147, 17890, 0.326299, 71.88, 54.69, 1.460733
17085.655, 17900, 0.326649, 68.75, 57.81, 1.805120
17095.062, 17910, 0.461302, 51.56, 51.56, 1.923883
17104.471, 17920, 0.466021, 48.44, 48.44, 1.253100
17113.943, 17930, 0.386306, 62.50, 53.12, 1.346739
17123.308, 17940, 0.403065, 65.62, 50.00, 1.390768
17132.716, 17950, 0.402932, 51.56, 51.56, 1.120227
17142.390, 17960, 0.299437, 73.44, 54.69, 1.878023
17151.892, 17970, 0.346299, 70.31, 51.56, 1.378611
17161.301, 17980, 0.292518, 81.25, 53.12, 1.501117
17170.740, 17990, 0.301385, 73.44, 56.25, 1.217438
17180.217, 18000, 0.359854, 65.62, 50.00, 1.790612
17190.126, 18010, 0.283738, 84.38, 50.00, 1.762664
17199.572, 18020, 0.343843, 67.19, 53.12, 1.557389
17209.070, 18030, 0.432488, 59.38, 51.56, 1.106437
17218.506, 18040, 0.232574, 84.38, 50.00, 1.567891
17227.864, 18050, 0.360857, 67.19, 54.69, 1.693077
17237.346, 18060, 0.328525, 70.31, 50.00, 1.378092
17246.727, 18070, 0.427115, 56.25, 53.12, 1.695103
17256.145, 18080, 0.430503, 64.06, 51.56, 1.695356
17265.619, 18090, 0.327812, 68.75, 56.25, 1.773749
17275.035, 18100, 0.332466, 68.75, 51.56, 1.301953
17284.427, 18110, 0.278940, 78.12, 53.12, 1.652899
17293.949, 18120, 0.232682, 84.38, 56.25, 1.696815
17303.330, 18130, 0.466385, 48.44, 48.44, 1.970539
17312.728, 18140, 0.350147, 71.88, 51.56, 1.453636
17322.125, 18150, 0.401720, 59.38, 50.00, 1.296602
17331.617, 18160, 0.353141, 71.88, 56.25, 1.396526
17340.981, 18170, 0.318988, 75.00, 53.12, 1.323787
17350.373, 18180, 0.176210, 92.19, 59.38, 1.899237
17359.853, 18190, 0.213252, 84.38, 60.94, 1.793593
17369.222, 18200, 0.179176, 93.75, 65.62, 1.952294
17379.151, 18210, 0.368860, 65.62, 56.25, 1.102720
17388.613, 18220, 0.323696, 75.00, 56.25, 1.492529
17397.983, 18230, 0.313655, 81.25, 54.69, 1.699673
17407.372, 18240, 0.304914, 68.75, 51.56, 1.510123
17416.918, 18250, 0.372612, 62.50, 48.44, 1.524410
17426.286, 18260, 0.349430, 65.62, 59.38, 1.340226
17435.732, 18270, 0.330890, 70.31, 51.56, 1.965211
17445.218, 18280, 0.223274, 85.94, 59.38, 2.137105
17454.642, 18290, 0.321791, 70.31, 51.56, 1.440186
17464.012, 18300, 0.326644, 73.44, 62.50, 1.489217
17473.558, 18310, 0.294037, 71.88, 54.69, 1.372934
17482.966, 18320, 0.272934, 76.56, 51.56, 1.852285
17492.416, 18330, 0.254987, 79.69, 57.81, 1.416605
17501.829, 18340, 0.325912, 70.31, 60.94, 1.112188
17511.494, 18350, 0.250579, 84.38, 59.38, 2.085548
17520.904, 18360, 0.262943, 79.69, 54.69, 1.187388
17530.319, 18370, 0.467344, 50.00, 50.00, 1.848563
17539.798, 18380, 0.284006, 76.56, 51.56, 1.429246
17549.144, 18390, 0.395191, 70.31, 53.12, 1.051246
17558.521, 18400, 0.257516, 76.56, 60.94, 1.626357
17568.635, 18410, 0.302977, 73.44, 50.00, 1.564619
17578.027, 18420, 0.253360, 79.69, 53.12, 1.692287
17587.394, 18430, 0.199344, 89.06, 57.81, 1.767865
17596.925, 18440, 0.388335, 54.69, 53.12, 1.232252
17606.279, 18450, 0.344451, 67.19, 56.25, 0.907598
17615.732, 18460, 0.337474, 70.31, 57.81, 1.657593
17625.226, 18470, 0.215154, 81.25, 53.12, 1.302472
17634.634, 18480, 0.372294, 64.06, 57.81, 1.443942
17644.034, 18490, 0.203525, 90.62, 62.50, 1.909298
17653.550, 18500, 0.384478, 67.19, 56.25, 2.128451
17662.924, 18510, 0.194118, 87.50, 62.50, 1.962155
17672.356, 18520, 0.330527, 67.19, 57.81, 1.898729
17681.753, 18530, 0.309833, 70.31, 53.12, 1.664865
17691.219, 18540, 0.446180, 56.25, 50.00, 1.302911
17700.591, 18550, 0.371758, 68.75, 51.56, 1.719606
17709.997, 18560, 0.288092, 75.00, 59.38, 1.620754
17719.477, 18570, 0.318797, 68.75, 54.69, 1.615110
17728.858, 18580, 0.260486, 84.38, 56.25, 1.717544
17738.262, 18590, 0.389214, 57.81, 56.25, 1.722246
17747.763, 18600, 0.508661, 53.12, 46.88, 1.226600
17757.743, 18610, 0.370439, 62.50, 51.56, 1.580391
17767.142, 18620, 0.498795, 48.44, 48.44, 1.118839
17776.661, 18630, 0.278020, 75.00, 64.06, 1.598562
17786.049, 18640, 0.253489, 79.69, 53.12, 1.786561
17795.508, 18650, 0.347449, 70.31, 57.81, 1.400012
17804.978, 18660, 0.427757, 60.94, 51.56, 1.314077
17814.345, 18670, 0.343868, 68.75, 59.38, 1.549167
17823.719, 18680, 0.359706, 71.88, 53.12, 1.267914
17833.172, 18690, 0.324629, 75.00, 54.69, 1.582063
17842.633, 18700, 0.297956, 70.31, 57.81, 1.571542
17852.003, 18710, 0.295518, 73.44, 57.81, 1.422554
17861.400, 18720, 0.317676, 76.56, 56.25, 1.966281
17870.928, 18730, 0.334487, 68.75, 56.25, 1.508986
17880.356, 18740, 0.300623, 71.88, 57.81, 1.739729
17889.772, 18750, 0.168816, 96.88, 59.38, 1.848868
17899.220, 18760, 0.354497, 71.88, 51.56, 1.176869
17908.626, 18770, 0.350817, 70.31, 51.56, 0.786171
17918.010, 18780, 0.243539, 81.25, 53.12, 1.656834
17927.515, 18790, 0.239458, 79.69, 56.25, 2.083363
17936.883, 18800, 0.371014, 67.19, 57.81, 1.300688
17946.816, 18810, 0.309603, 73.44, 54.69, 1.639119
17956.335, 18820, 0.306158, 79.69, 53.12, 1.692182
17965.726, 18830, 0.467800, 51.56, 48.44, 1.984995
17975.091, 18840, 0.250417, 82.81, 65.62, 1.545470
17984.636, 18850, 0.231229, 85.94, 59.38, 1.929875
17994.018, 18860, 0.384285, 56.25, 51.56, 1.564095
18003.400, 18870, 0.352112, 67.19, 50.00, 1.310959
18012.847, 18880, 0.281878, 78.12, 56.25, 1.947112
18022.287, 18890, 0.291126, 76.56, 53.12, 1.413281
18031.663, 18900, 0.460474, 57.81, 51.56, 1.242755
18041.105, 18910, 0.388318, 67.19, 54.69, 1.212223
18050.787, 18920, 0.270125, 76.56, 62.50, 1.402992
18060.178, 18930, 0.366004, 65.62, 54.69, 2.092441
18069.567, 18940, 0.216078, 85.94, 56.25, 1.917083
18079.054, 18950, 0.361800, 65.62, 51.56, 1.946379
18088.438, 18960, 0.333348, 70.31, 53.12, 1.758682
18097.826, 18970, 0.295173, 76.56, 57.81, 1.702025
18107.343, 18980, 0.279501, 75.00, 54.69, 1.392066
18116.744, 18990, 0.192607, 90.62, 60.94, 1.795649
18126.171, 19000, 0.283758, 84.38, 56.25, 1.739801
18136.293, 19010, 0.403498, 60.94, 53.12, 1.830051
18145.628, 19020, 0.389186, 64.06, 54.69, 1.705064
18154.966, 19030, 0.383574, 70.31, 50.00, 1.095122
18164.511, 19040, 0.183881, 89.06, 65.62, 2.075810
18173.875, 19050, 0.242207, 85.94, 53.12, 1.526498
18183.260, 19060, 0.248035, 82.81, 60.94, 1.466710
18192.692, 19070, 0.461172, 51.56, 51.56, 1.274976
18202.125, 19080, 0.437495, 60.94, 50.00, 1.241287
18211.520, 19090, 0.353493, 73.44, 51.56, 1.398675
18220.919, 19100, 0.307527, 76.56, 62.50, 1.783213
18230.414, 19110, 0.336238, 67.19, 56.25, 1.505299
18239.772, 19120, 0.312329, 71.88, 59.38, 1.386962
18249.153, 19130, 0.315027, 73.44, 51.56, 1.673783
18258.667, 19140, 0.181771, 89.06, 59.38, 1.642039
18267.989, 19150, 0.237740, 82.81, 56.25, 1.567632
18277.367, 19160, 0.448661, 64.06, 51.56, 2.163077
18286.872, 19170, 0.281734, 78.12, 54.69, 1.329460
18296.224, 19180, 0.370038, 65.62, 51.56, 1.604762
18305.552, 19190, 0.359829, 71.88, 51.56, 1.296675
18315.047, 19200, 0.215683, 90.62, 56.25, 1.427673
18324.950, 19210, 0.222874, 84.38, 68.75, 2.177721
18334.314, 19220, 0.295321, 73.44, 54.69, 1.683837
18343.831, 19230, 0.410935, 59.38, 50.00, 1.698711
18353.210, 19240, 0.488178, 56.25, 48.44, 1.271416
18362.609, 19250, 0.302438, 70.31, 59.38, 1.977433
18372.042, 19260, 0.263276, 76.56, 50.00, 1.844086
18381.544, 19270, 0.325991, 71.88, 50.00, 1.448828
18390.929, 19280, 0.233821, 79.69, 54.69, 1.594907
18400.355, 19290, 0.269070, 79.69, 59.38, 1.510841
18409.881, 19300, 0.228566, 84.38, 60.94, 1.614310
18419.286, 19310, 0.333616, 73.44, 56.25, 1.499166
18428.684, 19320, 0.370065, 59.38, 56.25, 1.579042
18438.208, 19330, 0.410825, 57.81, 50.00, 1.164602
18447.593, 19340, 0.412435, 56.25, 51.56, 1.480512
18456.998, 19350, 0.208010, 89.06, 60.94, 1.670638
18466.562, 19360, 0.351871, 70.31, 56.25, 1.466057
18475.970, 19370, 0.334702, 67.19, 51.56, 2.009474
18485.342, 19380, 0.244631, 85.94, 57.81, 1.391772
18494.910, 19390, 0.283582, 75.00, 56.25, 1.734568
18504.333, 19400, 0.325960, 73.44, 53.12, 1.214337
18514.221, 19410, 0.398504, 65.62, 50.00, 1.191689
18523.768, 19420, 0.283093, 79.69, 53.12, 1.713200
18533.157, 19430, 0.357398, 71.88, 54.69, 1.434456
18542.543, 19440, 0.216832, 92.19, 59.38, 2.510251
18551.961, 19450, 0.223582, 90.62, 57.81, 1.660441
18561.477, 19460, 0.383485, 62.50, 54.69, 1.623323
18570.854, 19470, 0.521692, 42.19, 50.00, 1.343707
18580.271, 19480, 0.488963, 45.31, 54.69, 1.630372
18589.795, 19490, 0.321980, 73.44, 51.56, 1.912353
18599.204, 19500, 0.341736, 68.75, 53.12, 1.553193
18608.642, 19510, 0.357541, 71.88, 50.00, 1.221923
18618.145, 19520, 0.321868, 64.06, 53.12, 1.394413
18627.545, 19530, 0.341742, 68.75, 54.69, 1.794394
18636.926, 19540, 0.286785, 79.69, 51.56, 1.727827
18646.419, 19550, 0.409395, 65.62, 50.00, 1.422643
18655.790, 19560, 0.342791, 73.44, 51.56, 1.669739
18665.174, 19570, 0.259207, 79.69, 62.50, 1.788083
18674.680, 19580, 0.385905, 64.06, 54.69, 1.893071
18684.054, 19590, 0.325508, 70.31, 54.69, 1.427081
18693.446, 19600, 0.265977, 79.69, 53.12, 1.736552
18703.555, 19610, 0.354655, 65.62, 51.56, 1.462388
18712.936, 19620, 0.255255, 82.81, 53.12, 2.356474
18722.338, 19630, 0.357020, 62.50, 60.94, 1.569620
18731.732, 19640, 0.227641, 79.69, 64.06, 1.506811
18741.178, 19650, 0.310136, 73.44, 56.25, 1.384772
18750.597, 19660, 0.363142, 73.44, 54.69, 2.018162
18759.988, 19670, 0.363176, 64.06, 54.69, 1.372253
18769.466, 19680, 0.389616, 62.50, 51.56, 1.569568
18778.862, 19690, 0.475672, 48.44, 51.56, 1.382103
18788.246, 19700, 0.377871, 68.75, 53.12, 1.437257
18797.831, 19710, 0.320830, 75.00, 51.56, 1.505979
18807.248, 19720, 0.226835, 78.12, 57.81, 1.674400
18816.697, 19730, 0.286946, 78.12, 60.94, 1.612686
18826.215, 19740, 0.249222, 76.56, 57.81, 1.530825
18835.627, 19750, 0.347089, 65.62, 56.25, 2.384176
18845.046, 19760, 0.290360, 73.44, 53.12, 2.310586
18854.560, 19770, 0.250128, 75.00, 54.69, 1.235311
18863.936, 19780, 0.407159, 53.12, 50.00, 1.667686
18873.339, 19790, 0.225744, 81.25, 59.38, 1.925041
18882.802, 19800, 0.319859, 71.88, 53.12, 1.377987
18892.791, 19810, 0.406590, 67.19, 51.56, 2.541107
18902.248, 19820, 0.240392, 81.25, 54.69, 1.709840
18911.639, 19830, 0.232063, 81.25, 56.25, 2.177623
18921.051, 19840, 0.353728, 62.50, 56.25, 1.766395
18930.426, 19850, 0.413403, 56.25, 50.00, 1.132038
18939.822, 19860, 0.264326, 84.38, 53.12, 2.355783
18949.527, 19870, 0.342585, 71.88, 54.69, 1.461247
18958.954, 19880, 0.262777, 85.94, 54.69, 1.150713
18968.346, 19890, 0.389304, 62.50, 50.00, 1.293254
18977.904, 19900, 0.300779, 75.00, 50.00, 1.721114
18987.291, 19910, 0.455432, 51.56, 57.81, 1.751120
18996.675, 19920, 0.286125, 75.00, 51.56, 1.454709
19006.194, 19930, 0.360811, 62.50, 53.12, 1.391069
19015.629, 19940, 0.414485, 57.81, 51.56, 1.487154
19025.073, 19950, 0.432830, 60.94, 51.56, 1.159190
19034.577, 19960, 0.292739, 78.12, 51.56, 1.397624
19044.096, 19970, 0.276128, 78.12, 60.94, 1.829056
19053.523, 19980, 0.363655, 59.38, 59.38, 1.211497
19062.962, 19990, 0.335325, 73.44, 53.12, 1.505781
19072.408, 20000, 0.242070, 82.81, 60.94, 1.612962
19082.348, 20010, 0.299763, 75.00, 54.69, 1.519008
19091.793, 20020, 0.357180, 67.19, 51.56, 1.608413
19101.285, 20030, 0.388570, 65.62, 53.12, 2.237031
19110.705, 20040, 0.381914, 70.31, 57.81, 1.768686
19120.055, 20050, 0.325813, 71.88, 53.12, 1.566026
19129.596, 20060, 0.406583, 62.50, 54.69, 1.410469
19139.048, 20070, 0.290943, 71.88, 54.69, 1.328402
19148.443, 20080, 0.312322, 73.44, 50.00, 1.749053
19157.967, 20090, 0.313093, 76.56, 54.69, 1.551770
19167.381, 20100, 0.593440, 46.88, 53.12, 1.152334
19176.771, 20110, 0.313272, 70.31, 54.69, 1.609295
19186.259, 20120, 0.432932, 59.38, 51.56, 1.865983
19195.636, 20130, 0.214692, 92.19, 60.94, 1.927417
19205.014, 20140, 0.270101, 84.38, 53.12, 1.696522
19214.563, 20150, 0.435097, 57.81, 53.12, 1.440633
19223.955, 20160, 0.583737, 29.69, 51.56, 1.069268
19233.366, 20170, 0.267839, 73.44, 54.69, 1.727255
19242.826, 20180, 0.392938, 59.38, 56.25, 1.440202
19252.257, 20190, 0.394916, 67.19, 50.00, 1.771481
19261.688, 20200, 0.303618, 70.31, 56.25, 1.086435
19271.773, 20210, 0.271764, 76.56, 56.25, 1.870309
19281.225, 20220, 0.291883, 75.00, 56.25, 2.110775
19290.660, 20230, 0.320042, 70.31, 60.94, 1.486547
19300.045, 20240, 0.299524, 73.44, 59.38, 2.166812
19309.567, 20250, 0.349489, 75.00, 54.69, 2.010719
19319.078, 20260, 0.263688, 79.69, 53.12, 1.593241
19328.477, 20270, 0.331232, 68.75, 59.38, 1.821792
19337.977, 20280, 0.362540, 62.50, 51.56, 2.029515
19347.347, 20290, 0.312722, 70.31, 56.25, 1.429742
19356.740, 20300, 0.358053, 70.31, 53.12, 1.050850
19366.227, 20310, 0.321099, 70.31, 53.12, 1.396145
19375.675, 20320, 0.307540, 70.31, 59.38, 1.563966
19385.031, 20330, 0.258854, 76.56, 56.25, 1.454643
19394.555, 20340, 0.433527, 60.94, 53.12, 1.359819
19403.943, 20350, 0.316096, 71.88, 53.12, 1.246699
19413.417, 20360, 0.262006, 82.81, 54.69, 1.852635
19422.881, 20370, 0.349995, 67.19, 54.69, 1.505900
19432.322, 20380, 0.336787, 73.44, 56.25, 1.703466
19441.804, 20390, 0.339261, 65.62, 56.25, 1.594568
19451.206, 20400, 0.433733, 57.81, 53.12, 1.634027
19461.193, 20410, 0.474776, 57.81, 50.00, 2.059429
19470.569, 20420, 0.347660, 62.50, 51.56, 1.574269
19479.970, 20430, 0.322812, 67.19, 51.56, 1.284011
19489.506, 20440, 0.324978, 73.44, 56.25, 1.915057
19498.906, 20450, 0.378927, 65.62, 53.12, 1.362918
