Time, Epoch, DiscriminatorLoss, DiscriminatorAcc, GeneratorLoss
3997.067, 3890, 0.770706, 37.50, 0.813497
4006.734, 3900, 0.764107, 46.88, 0.714524
4016.999, 3910, 0.662825, 60.94, 0.789838
4026.734, 3920, 0.782234, 43.75, 0.755697
4036.473, 3930, 0.758522, 43.75, 0.826789
4046.118, 3940, 0.776567, 39.06, 0.630118
4055.875, 3950, 0.826541, 31.25, 0.785304
4066.098, 3960, 0.675079, 53.12, 0.705131
4075.789, 3970, 0.665039, 62.50, 0.666985
4085.558, 3980, 0.819670, 35.94, 0.685433
4095.316, 3990, 0.623111, 65.62, 0.603971
4105.049, 4000, 0.747759, 51.56, 0.861724
4115.988, 4010, 0.821592, 35.94, 0.790491
4126.067, 4020, 0.742094, 48.44, 0.795078
4138.903, 4030, 0.700925, 50.00, 0.719268
4151.719, 4040, 0.703996, 57.81, 0.941144
4164.247, 4050, 0.780120, 46.88, 0.752543
4175.712, 4060, 0.621397, 70.31, 0.697262
4187.521, 4070, 0.724827, 45.31, 0.805949
4198.006, 4080, 0.771963, 48.44, 0.817886
4209.006, 4090, 0.736480, 43.75, 0.857204
4219.359, 4100, 0.612343, 60.94, 0.840152
4230.250, 4110, 0.743801, 46.88, 0.723412
4240.876, 4120, 0.739400, 50.00, 0.862121
4251.129, 4130, 0.748430, 57.81, 0.874441
4262.189, 4140, 0.711208, 54.69, 0.638817
4272.613, 4150, 0.710761, 56.25, 0.669841
4283.475, 4160, 0.736514, 48.44, 0.856562
4293.640, 4170, 0.714647, 48.44, 0.655835
4304.550, 4180, 0.718297, 64.06, 1.071326
4315.101, 4190, 0.964285, 26.56, 1.017015
4325.917, 4200, 0.686573, 54.69, 0.850819
4336.993, 4210, 0.791968, 40.62, 0.580528
4347.922, 4220, 0.840487, 31.25, 0.668538
4358.416, 4230, 0.752266, 42.19, 0.851777
4369.206, 4240, 0.624455, 62.50, 0.549833
4380.150, 4250, 0.729362, 48.44, 0.779809
4391.446, 4260, 0.818291, 40.62, 0.782030
4402.709, 4270, 0.760633, 45.31, 0.602408
4413.109, 4280, 0.779532, 48.44, 0.814422
4423.404, 4290, 0.762083, 39.06, 0.726976
4433.167, 4300, 0.817334, 42.19, 0.797962
4443.538, 4310, 0.686436, 57.81, 0.803837
4453.371, 4320, 0.684362, 53.12, 0.744217
4463.090, 4330, 0.813181, 31.25, 0.707049
4473.013, 4340, 0.912987, 28.12, 0.722353
4483.417, 4350, 0.749003, 43.75, 0.800672
4494.280, 4360, 0.770288, 43.75, 0.720379
4504.474, 4370, 0.788647, 43.75, 0.714828
4515.820, 4380, 0.708148, 50.00, 0.644290
4527.200, 4390, 0.644804, 64.06, 0.776801
4539.257, 4400, 0.846363, 32.81, 0.745796
4550.703, 4410, 0.771416, 43.75, 0.796978
4561.391, 4420, 0.750667, 45.31, 0.790670
4571.926, 4430, 0.601877, 73.44, 0.764243
4582.330, 4440, 0.722979, 54.69, 0.731270
4592.613, 4450, 0.781707, 39.06, 0.774226
4604.494, 4460, 0.682403, 62.50, 0.901903
4615.356, 4470, 0.820798, 29.69, 0.730591
4625.446, 4480, 0.620324, 65.62, 0.798265
4635.802, 4490, 0.793033, 42.19, 0.787435
4646.126, 4500, 0.766585, 40.62, 0.713850
4657.207, 4510, 0.638645, 60.94, 0.798907
4667.981, 4520, 0.734744, 54.69, 0.845835
4679.335, 4530, 0.686137, 53.12, 0.713397
4690.490, 4540, 0.732093, 51.56, 0.726843
4700.697, 4550, 0.572992, 73.44, 0.978911
4711.885, 4560, 0.670548, 57.81, 0.823659
4722.788, 4570, 0.678953, 62.50, 0.495483
4733.200, 4580, 0.842797, 31.25, 0.800135
